city,year,brand,model,color,body_type,engine,engine_power,fuel_type,kilometrage,transmission,drivetrain,new,price
Bakı,2005,Kia,Rio,Qara,Hetçbek / Liftbek,1.6 L,112 a.g.,Benzin,225 000 km,Mexaniki,Ön,Xeyr,11 000 AZN
Bakı,2021,Kia,K5,Boz,Sedan,1.6 L,180 a.g.,Benzin,234 km,Avtomat,Ön,Xeyr,32 700 $
Bakı,2006,Kia,Rio,Boz,Sedan,1.5 L,110 a.g.,Dizel,130 200 km,Mexaniki,Ön,Xeyr,12 600 AZN
Bakı,2012,Kia,Optima,Göy,Sedan,2.0 L,274 a.g.,Benzin,162 000 km,Avtomat,Ön,Xeyr,20 500 AZN
Bakı,2014,Kia,Optima,Qara,Sedan,2.0 L,274 a.g.,Benzin,90 500 km,Avtomat,Ön,Xeyr,25 600 AZN
Sumqayıt,2013,Kia,Optima,Ağ,Sedan,2.0 L,165 a.g.,Benzin,132 000 km,Avtomat,Ön,Xeyr,24 900 AZN
Bakı,2006,Kia,Rio,Qara,Hetçbek / Liftbek,1.4 L,97 a.g.,Benzin,213 000 km,Mexaniki,Ön,Xeyr,11 400 AZN
Bakı,2016,Kia,Optima,Ağ,Sedan,2.0 L,274 a.g.,Benzin,60 590 km,Avtomat,Ön,Xeyr,29 000 AZN
Xırdalan,2013,Kia,Optima,Qara,Sedan,2.0 L,150 a.g.,Benzin,165 000 km,Avtomat,Ön,Xeyr,24 800 AZN
Bakı,2009,Kia,Picanto,Göy,Hetçbek / Liftbek,1.1 L,65 a.g.,Benzin,99 500 km,Avtomat,Ön,Xeyr,11 600 AZN
Bakı,2015,Kia,Carnival,Ağ,Minivan,2.2 L,202 a.g.,Dizel,92 000 km,Avtomat,Ön,Xeyr,46 300 AZN
Bakı,2012,Kia,Rio,Ağ,Hetçbek / Liftbek,1.6 L,123 a.g.,Benzin,166 000 km,Avtomat,Ön,Xeyr,15 500 AZN
Bakı,2016,Kia,Sorento,Ağ,Offroader / SUV,2.0 L,184 a.g.,Dizel,76 000 km,Avtomat,Ön,Xeyr,47 500 AZN
Bakı,2011,Kia,Sorento,Gümüşü,Offroader / SUV,2.2 L,197 a.g.,Dizel,94 800 km,Avtomat,Tam,Xeyr,29 700 AZN
Bakı,2012,Kia,Sorento,Gümüşü,Offroader / SUV,2.0 L,184 a.g.,Dizel,89 900 km,Avtomat,Ön,Xeyr,28 900 AZN
Bakı,2006,Kia,Rio,Yaş Asfalt,Sedan,1.5 L,109 a.g.,Dizel,183 000 km,Avtomat,Ön,Xeyr,12 800 AZN
Bakı,2007,Kia,Ceed,Qəhvəyi,Universal,1.6 L,115 a.g.,Dizel,147 213 km,Mexaniki,Ön,Xeyr,13 300 AZN
Xırdalan,2003,Kia,Sorento,Gümüşü,Offroader / SUV,2.5 L,140 a.g.,Dizel,289 000 km,Avtomat,Tam,Xeyr,13 900 AZN
Bakı,2009,Kia,Sorento,Yaş Asfalt,Offroader / SUV,2.0 L,184 a.g.,Dizel,172 365 km,Avtomat,Ön,Xeyr,26 600 AZN
Bakı,2007,Kia,Sorento,Ağ,Offroader / SUV,3.3 L,248 a.g.,Benzin,269 000 km,Avtomat,Tam,Xeyr,14 900 AZN
Bakı,2005,Kia,Rio,Tünd qırmızı,Hetçbek / Liftbek,1.4 L,97 a.g.,Benzin,191 878 km,Mexaniki,Ön,Xeyr,9 800 AZN
Bakı,2015,Kia,Optima,Qırmızı,Sedan,2.0 L,274 a.g.,Benzin,90 000 km,Avtomat,Ön,Xeyr,24 900 AZN
Bakı,2015,Kia,Carnival,Ağ,Minivan,2.2 L,202 a.g.,Dizel,202 000 km,Avtomat,Ön,Xeyr,38 500 AZN
Bakı,2010,Kia,Sorento,Yaş Asfalt,Offroader / SUV,2.0 L,184 a.g.,Dizel,192 000 km,Avtomat,Ön,Xeyr,26 000 AZN
Bakı,2014,Kia,Optima,Qara,Sedan,2.0 L,274 a.g.,Benzin,122 310 km,Avtomat,Ön,Xeyr,24 500 AZN
Bakı,2014,Kia,Sorento,Yaş Asfalt,Offroader / SUV,2.2 L,197 a.g.,Dizel,129 000 km,Avtomat,Tam,Xeyr,46 300 AZN
Bakı,2015,Kia,Sorento,Ağ,Offroader / SUV,2.2 L,197 a.g.,Dizel,97 000 km,Avtomat,Tam,Xeyr,43 900 AZN
Bakı,2011,Kia,Optima,Qara,Sedan,2.0 L,274 a.g.,Benzin,190 000 km,Avtomat,Ön,Xeyr,21 800 AZN
Bakı,2015,Kia,Sorento,Ağ,Offroader / SUV,2.0 L,184 a.g.,Dizel,82 000 km,Avtomat,Ön,Xeyr,25 900 $
Bakı,2014,Kia,Cerato,Qara,Sedan,1.8 L,149 a.g.,Benzin,69 000 km,Avtomat,Ön,Xeyr,18 800 AZN
Bakı,2009,Kia,Ceed,Gümüşü,Universal,1.4 L,109 a.g.,Benzin,170 000 km,Mexaniki,Ön,Xeyr,15 500 AZN
Bakı,2014,Kia,Sorento,Ağ,Offroader / SUV,2.4 L,184 a.g.,Benzin,119 000 km,Avtomat,Tam,Xeyr,34 700 AZN
Bakı,2018,Kia,Stinger,Ağ,Hetçbek / Liftbek,2.0 L,247 a.g.,Benzin,51 000 km,Avtomat,Arxa,Xeyr,33 500 $
Bakı,2017,Kia,Sorento,Qara,Offroader / SUV,2.4 L,188 a.g.,Benzin,57 000 km,Avtomat,Tam,Xeyr,32 700 $
Bakı,2015,Kia,Cerato,Qara,Sedan,1.8 L,149 a.g.,Benzin,84 000 km,Avtomat,Ön,Xeyr,18 500 AZN
Bakı,2008,Kia,Ceed,Gümüşü,Universal,1.6 L,115 a.g.,Dizel,237 000 km,Mexaniki,Ön,Xeyr,14 900 AZN
Bakı,2008,Kia,Ceed,Qara,Hetçbek / Liftbek,1.4 L,109 a.g.,Benzin,169 000 km,Mexaniki,Ön,Xeyr,12 800 AZN
Bakı,2008,Kia,Bongo,Ağ,Yük maşını,2.7 L,127 a.g.,Dizel,195 000 km,Mexaniki,Arxa,Xeyr,10 800 AZN
Bakı,2016,Kia,Rio,Qara,Hetçbek / Liftbek,1.6 L,123 a.g.,Benzin,124 000 km,Mexaniki,Ön,Xeyr,15 900 AZN
Bakı,2009,Kia,Rio,Ağ,Hetçbek / Liftbek,1.5 L,110 a.g.,Benzin,18 000 km,Mexaniki,Ön,Xeyr,11 500 AZN
Bakı,2014,Kia,Rio,Gümüşü,Sedan,1.6 L,123 a.g.,Benzin,209 215 km,Avtomat,Ön,Xeyr,17 000 AZN
Bakı,2009,Kia,Ceed,Göy,Universal,1.4 L,109 a.g.,Benzin,175 000 km,Mexaniki,Ön,Xeyr,12 800 AZN
Bakı,2007,Kia,Ceed,Göy,Universal,1.6 L,90 a.g.,Dizel,201 000 km,Mexaniki,Ön,Xeyr,15 000 AZN
Bakı,2008,Kia,Ceed,Yaş Asfalt,Universal,1.6 L,115 a.g.,Dizel,161 000 km,Mexaniki,Arxa,Xeyr,15 700 AZN
Bakı,2015,Kia,Cerato,Boz,Sedan,1.8 L,149 a.g.,Benzin,68 000 km,Avtomat,Ön,Xeyr,19 400 AZN
Bakı,2009,Kia,Cerato Koup,Yaş Asfalt,Kupe,2.0 L,175 a.g.,Benzin,195 000 km,Avtomat,Ön,Xeyr,16 600 AZN
Bakı,2014,Kia,Optima,Ağ,Sedan,2.4 L,180 a.g.,Benzin,180 000 km,Avtomat,Ön,Xeyr,27 000 AZN
Bakı,2012,Kia,Sportage,Boz,Offroader / SUV,2.0 L,163 a.g.,Benzin,117 000 km,Avtomat,Tam,Xeyr,24 900 AZN
Bakı,2012,Kia,Sportage,Qara,Offroader / SUV,2.0 L,184 a.g.,Benzin,110 000 km,Avtomat,Tam,Xeyr,25 300 AZN
Bakı,2013,Kia,Optima,Qara,Sedan,2.0 L,274 a.g.,Benzin,118 000 km,Avtomat,Ön,Xeyr,21 900 AZN
Bakı,2013,Kia,Optima,Ağ,Sedan,2.0 L,278 a.g.,Benzin,143 000 km,Avtomat,Ön,Xeyr,22 700 AZN
Bakı,2005,Kia,Rio,Gümüşü,Hetçbek / Liftbek,1.4 L,97 a.g.,Benzin,151 000 km,Mexaniki,Ön,Xeyr,11 300 AZN
Bakı,2013,Kia,Cadenza,Qara,Sedan,3.3 L,293 a.g.,Benzin,203 000 km,Avtomat,Ön,Xeyr,29 500 AZN
Bakı,2008,Kia,Sportage,Qara,Offroader / SUV,2.0 L,141 a.g.,Benzin,230 000 km,Avtomat,Tam,Xeyr,14 500 AZN
Bakı,2011,Kia,Sorento,Ağ,Offroader / SUV,2.0 L,150 a.g.,Dizel,98 000 km,Avtomat,Ön,Xeyr,33 000 AZN
Yevlax,2011,Kia,Sportage,Ağ,Offroader / SUV,2.0 L,163 a.g.,Benzin,240 000 km,Avtomat,Ön,Xeyr,23 200 AZN
Bakı,2012,Kia,Optima,Qəhvəyi,Sedan,2.4 L,180 a.g.,Benzin,75 597 km,Avtomat,Ön,Xeyr,20 300 AZN
Bakı,2019,Kia,Cerato,Qara,Sedan,2.0 L,150 a.g.,Benzin,37 400 km,Avtomat,Ön,Xeyr,29 900 AZN
Bakı,2006,Kia,Rio,Gümüşü,Hetçbek / Liftbek,1.4 L,97 a.g.,Benzin,147 600 km,Mexaniki,Ön,Xeyr,10 900 AZN
Bakı,2011,Kia,Sorento,Ağ,Offroader / SUV,2.0 L,184 a.g.,Dizel,143 000 km,Avtomat,Ön,Xeyr,28 900 AZN
Bakı,2014,Kia,Sorento,Ağ,Offroader / SUV,2.2 L,197 a.g.,Dizel,180 000 km,Avtomat,Ön,Xeyr,40 900 AZN
Bakı,2015,Kia,Sorento,Ağ,Offroader / SUV,2.0 L,184 a.g.,Dizel,128 000 km,Avtomat,Tam,Xeyr,43 900 AZN
Bakı,2014,Kia,Ceed,Yaş Asfalt,Universal,1.6 L,128 a.g.,Dizel,143 000 km,Avtomat,Ön,Xeyr,24 500 AZN
Bakı,2011,Kia,Optima,Qara,Sedan,2.0 L,274 a.g.,Benzin,190 000 km,Avtomat,Ön,Xeyr,21 800 AZN
Bakı,2013,Kia,Rio,Qara,Sedan,1.4 L,107 a.g.,Benzin,160 000 km,Avtomat,Ön,Xeyr,17 500 AZN
Bakı,2008,Kia,Ceed,Yaş Asfalt,Universal,1.6 L,115 a.g.,Dizel,280 000 km,Mexaniki,Ön,Xeyr,13 700 AZN
Bakı,2008,Kia,Rio,Qızılı,Sedan,1.4 L,97 a.g.,Benzin,200 000 km,Mexaniki,Ön,Xeyr,10 700 AZN
Bakı,2018,Kia,Stinger,Ağ,Hetçbek / Liftbek,2.0 L,247 a.g.,Benzin,51 000 km,Avtomat,Arxa,Xeyr,33 500 $
Bakı,2009,Kia,Rio,Qırmızı,Hetçbek / Liftbek,1.5 L,110 a.g.,Dizel,181 600 km,Mexaniki,Ön,Xeyr,11 900 AZN
Bakı,2013,Kia,Optima,Ağ,Sedan,2.0 L,274 a.g.,Benzin,164 118 km,Avtomat,Ön,Xeyr,19 500 AZN
Bakı,2006,Kia,Rio,Gümüşü,Hetçbek / Liftbek,1.4 L,97 a.g.,Dizel,250 000 km,Mexaniki,Ön,Xeyr,10 400 AZN
Bakı,2014,Kia,Cadenza,Ağ,Sedan,3.3 L,293 a.g.,Benzin,249 000 km,Avtomat,Ön,Xeyr,31 000 AZN
Sumqayıt,2008,Kia,Sorento,Ağ,Offroader / SUV,3.3 L,248 a.g.,Benzin,161 000 km,Avtomat,Tam,Xeyr,18 500 AZN
Bakı,2011,Kia,Ceed,Qara,Universal,1.6 L,115 a.g.,Dizel,219 456 km,Avtomat,Ön,Xeyr,18 500 AZN
Bakı,2009,Kia,Ceed,Qara,Hetçbek / Liftbek,1.4 L,90 a.g.,Benzin,187 000 km,Mexaniki,Ön,Xeyr,12 700 AZN
Lənkəran,2006,Kia,Rio,Göy,Hetçbek / Liftbek,1.6 L,112 a.g.,Benzin,202 777 km,Mexaniki,Ön,Xeyr,11 200 AZN
Biləsuvar,2010,Kia,Ceed,Qara,Universal,1.6 L,115 a.g.,Dizel,166 000 km,Mexaniki,Ön,Xeyr,15 300 AZN
Sumqayıt,2011,Kia,Cerato,Yaş Asfalt,Sedan,1.6 L,126 a.g.,Benzin,103 000 km,Avtomat,Ön,Xeyr,14 200 AZN
Zaqatala,2015,Kia,Optima,Göy,Sedan,2.4 L,180 a.g.,Benzin,68 000 km,Avtomat,Ön,Xeyr,24 300 AZN
Bakı,2020,Kia,Cerato,Göy,Sedan,2.0 L,150 a.g.,Benzin,26 000 km,Avtomat,Ön,Xeyr,31 800 AZN
Bakı,2013,Kia,Sportage,Ağ,Offroader / SUV,2.4 L,178 a.g.,Benzin,280 147 km,Avtomat,Tam,Xeyr,26 500 AZN
Qax,2006,Kia,Rio,Qara,Hetçbek / Liftbek,1.4 L,97 a.g.,Benzin,195 000 km,Mexaniki,Ön,Xeyr,12 500 AZN
Ucar,2014,Kia,Optima,Qara,Sedan,2.4 L,180 a.g.,Benzin,104 000 km,Avtomat,Ön,Xeyr,22 300 AZN
Bakı,2013,Kia,Optima,Qara,Sedan,2.0 L,274 a.g.,Benzin,190 000 km,Avtomat,Arxa,Xeyr,24 500 AZN
Bakı,2009,Kia,Ceed,Gümüşü,Universal,1.6 L,115 a.g.,Dizel,174 000 km,Mexaniki,Ön,Xeyr,15 400 AZN
Bakı,2007,Kia,Rio,Qara,Sedan,1.5 L,110 a.g.,Dizel,145 000 km,Mexaniki,Ön,Xeyr,13 600 AZN
Bakı,2008,Kia,Ceed,Qəhvəyi,Universal,1.6 L,122 a.g.,Benzin,200 000 km,Avtomat,Ön,Xeyr,15 900 AZN
Bakı,2015,Kia,Sorento,Ağ,Offroader / SUV,2.2 L,197 a.g.,Dizel,135 000 km,Avtomat,Tam,Xeyr,42 300 AZN
Bakı,2011,Kia,Sorento,Ağ,Offroader / SUV,2.0 L,184 a.g.,Dizel,85 000 km,Avtomat,Ön,Xeyr,28 800 AZN
Bakı,2019,Kia,Optima,Qara,Sedan,2.0 L,274 a.g.,Benzin,54 718 km,Avtomat,Arxa,Xeyr,38 000 AZN
Bakı,2011,Kia,Rio,Yaş Asfalt,Sedan,1.4 L,107 a.g.,Benzin,124 000 km,Avtomat,Ön,Xeyr,17 900 AZN
Bakı,2007,Kia,Rio,Qara,Hetçbek / Liftbek,1.5 L,110 a.g.,Dizel,155 000 km,Mexaniki,Ön,Xeyr,13 000 AZN
Bakı,2013,Kia,Optima,Qara,Sedan,2.0 L,274 a.g.,Benzin,207 605 km,Avtomat,Ön,Xeyr,23 000 AZN
Bakı,1999,Kia,Sportage,Yaşıl,Offroader / SUV,2.0 L,136 a.g.,Benzin,220 026 km,Avtomat,Tam,Xeyr,7 400 AZN
Bakı,2010,Kia,Ceed,Boz,Universal,1.6 L,116 a.g.,Dizel,195 000 km,Mexaniki,Ön,Xeyr,16 200 AZN
Bakı,2004,Kia,Sorento,Qara,Offroader / SUV,2.5 L,140 a.g.,Dizel,228 000 km,Avtomat,Tam,Xeyr,14 700 AZN
Bakı,2011,Kia,Sorento,Yaş Asfalt,Offroader / SUV,2.0 L,184 a.g.,Dizel,67 246 km,Avtomat,Ön,Xeyr,27 500 AZN
Bakı,2015,Kia,Sorento,Boz,Offroader / SUV,2.0 L,184 a.g.,Dizel,178 000 km,Avtomat,Tam,Xeyr,45 500 AZN
Bakı,2015,Kia,Sorento,Ağ,Offroader / SUV,2.0 L,184 a.g.,Dizel,128 000 km,Avtomat,Tam,Xeyr,43 900 AZN
Bakı,2014,Kia,Sorento,Yaş Asfalt,Offroader / SUV,2.2 L,197 a.g.,Dizel,129 000 km,Avtomat,Tam,Xeyr,46 300 AZN
Sumqayıt,2021,Kia,K2700,Ağ,Yük maşını,2.7 L,130 a.g.,Dizel,0 km,Mexaniki,Arxa,Bəli,31 400 AZN
Bakı,2012,Kia,Sorento,Ağ,Offroader / SUV,2.0 L,184 a.g.,Dizel,177 000 km,Avtomat,Ön,Xeyr,32 700 AZN
Gəncə,2013,Kia,Optima,Qara,Sedan,2.4 L,180 a.g.,Benzin,92 000 km,Avtomat,Ön,Xeyr,20 800 AZN
Bakı,2013,Kia,Optima,Ağ,Sedan,2.0 L,165 a.g.,Benzin,130 000 km,Avtomat,Ön,Xeyr,25 450 AZN
Bakı,2020,Kia,K5,Qara,Sedan,1.6 L,181 a.g.,Benzin,12 300 km,Avtomat,Ön,Xeyr,28 300 $
Bakı,2016,Kia,Sorento,Ağ,Offroader / SUV,2.0 L,184 a.g.,Dizel,87 700 km,Avtomat,Ön,Xeyr,45 500 AZN
Bakı,2011,Kia,Ceed,Qara,Universal,1.6 L,115 a.g.,Dizel,219 456 km,Avtomat,Ön,Xeyr,18 500 AZN
Bakı,2007,Kia,Ceed,Boz,Universal,2.0 L,140 a.g.,Dizel,174 200 km,Mexaniki,Ön,Xeyr,15 900 AZN
Bakı,2006,Kia,Sorento,Qara,Offroader / SUV,2.5 L,170 a.g.,Dizel,313 567 km,Avtomat,Tam,Xeyr,16 800 AZN
Bakı,2016,Kia,Optima,Ağ,Sedan,1.6 L,180 a.g.,Benzin,136 794 km,Avtomat,Ön,Xeyr,24 900 AZN
Sumqayıt,2008,Kia,Cerato,Ağ,Hetçbek / Liftbek,2.0 L,156 a.g.,Benzin,220 000 km,Avtomat,Ön,Xeyr,12 400 AZN
Bakı,2014,Kia,Optima,Ağ,Sedan,2.0 L,165 a.g.,Benzin,108 000 km,Avtomat,Ön,Xeyr,29 800 AZN
Bakı,2005,Kia,Sportage,Ağ,Offroader / SUV,2.0 L,140 a.g.,Dizel,180 273 km,Avtomat,Tam,Xeyr,15 400 AZN
Bakı,2011,Kia,Sportage,Ağ,Offroader / SUV,2.0 L,163 a.g.,Benzin,119 200 km,Avtomat,Tam,Xeyr,25 500 AZN
Bakı,2011,Kia,Sorento,Qara,Offroader / SUV,2.0 L,184 a.g.,Dizel,82 000 km,Avtomat,Ön,Xeyr,27 500 AZN
Bakı,2012,Kia,Rio,Boz,Sedan,1.6 L,123 a.g.,Benzin,150 635 km,Avtomat,Ön,Xeyr,17 700 AZN
Bakı,2009,Kia,Rio,Qara,Hetçbek / Liftbek,1.4 L,97 a.g.,Benzin,133 825 km,Mexaniki,Ön,Xeyr,10 800 AZN
Bakı,2008,Kia,Rio,Qara,Hetçbek / Liftbek,1.4 L,97 a.g.,Benzin,194 000 km,Mexaniki,Ön,Xeyr,11 500 AZN
Bakı,2014,Kia,Cerato,Yaş Asfalt,Sedan,1.8 L,149 a.g.,Benzin,139 208 km,Avtomat,Ön,Xeyr,17 500 AZN
Bakı,2010,Kia,Cerato Koup,Gümüşü,Kupe,2.0 L,156 a.g.,Benzin,256 200 km,Avtomat,Ön,Xeyr,14 000 AZN
Bakı,2007,Kia,Ceed,Gümüşü,Hetçbek / Liftbek,1.6 L,116 a.g.,Dizel,198 000 km,Mexaniki,Ön,Xeyr,12 900 AZN
Bakı,2013,Kia,Sportage,Gümüşü,Offroader / SUV,2.0 L,184 a.g.,Dizel,76 385 km,Avtomat,Tam,Xeyr,27 200 AZN
Şabran,2011,Kia,Optima,Qara,Sedan,2.0 L,274 a.g.,Benzin,175 000 km,Avtomat,Ön,Xeyr,19 600 AZN
Bakı,2007,Kia,Rio,Qara,Hetçbek / Liftbek,1.4 L,97 a.g.,Benzin,123 000 km,Mexaniki,Ön,Xeyr,11 200 AZN
Bakı,2015,Kia,Sportage,Qara,Offroader / SUV,1.7 L,141 a.g.,Dizel,72 000 km,Avtomat,Tam,Xeyr,31 300 AZN
Bakı,2015,Kia,Sportage,Ağ,Offroader / SUV,2.0 L,184 a.g.,Dizel,106 300 km,Avtomat,Ön,Xeyr,24 600 $
Sumqayıt,2010,Kia,Rio,Gümüşü,Sedan,1.6 L,112 a.g.,Benzin,179 000 km,Avtomat,Ön,Xeyr,14 500 AZN
Sumqayıt,2012,Kia,Optima,Ağ,Sedan,2.0 L,274 a.g.,Benzin,107 000 km,Avtomat,Ön,Xeyr,21 000 AZN
Sumqayıt,2015,Kia,Cerato,Gümüşü,Sedan,1.8 L,149 a.g.,Benzin,122 000 km,Avtomat,Ön,Xeyr,18 500 AZN
Bakı,2009,Kia,Sorento,Qara,Offroader / SUV,2.0 L,184 a.g.,Dizel,72 000 km,Avtomat,Ön,Xeyr,26 300 AZN
Bakı,2005,Kia,Rio,Tünd qırmızı,Hetçbek / Liftbek,1.4 L,97 a.g.,Benzin,146 300 km,Mexaniki,Ön,Xeyr,10 300 AZN
Bakı,2008,Kia,Ceed,Qəhvəyi,Universal,1.6 L,116 a.g.,Dizel,142 000 km,Avtomat,Ön,Xeyr,17 800 AZN
Bakı,2015,Kia,Sorento,Ağ,Offroader / SUV,2.0 L,240 a.g.,Dizel,56 000 km,Avtomat,Tam,Xeyr,44 800 AZN
Bakı,2019,Kia,Stinger,Göy,Hetçbek / Liftbek,2.0 L,247 a.g.,Benzin,11 500 km,Avtomat,Arxa,Xeyr,37 500 $
Sumqayıt,2021,Kia,K2700,Ağ,Yük maşını,2.7 L,130 a.g.,Dizel,0 km,Mexaniki,Arxa,Bəli,31 400 AZN
Bakı,2015,Kia,Sorento,Ağ,Offroader / SUV,2.0 L,184 a.g.,Dizel,82 000 km,Avtomat,Ön,Xeyr,25 900 $
Bakı,2013,Kia,Rio,Qara,Sedan,1.4 L,107 a.g.,Benzin,160 000 km,Avtomat,Ön,Xeyr,17 500 AZN
Gəncə,2011,Kia,Sorento,Ağ,Offroader / SUV,2.0 L,184 a.g.,Dizel,59 700 km,Avtomat,Ön,Xeyr,26 600 AZN
Bakı,2015,Kia,Optima,Ağ,Sedan,2.0 L,274 a.g.,Benzin,105 000 km,Avtomat,Ön,Xeyr,26 200 AZN
Bakı,2008,Kia,Ceed,Gümüşü,Universal,1.6 L,115 a.g.,Dizel,237 504 km,Mexaniki,Ön,Xeyr,13 500 AZN
Bakı,2006,Kia,Rio,Gümüşü,Hetçbek / Liftbek,1.4 L,97 a.g.,Benzin,147 566 km,Mexaniki,Ön,Xeyr,11 500 AZN
Bakı,2010,Kia,Optima,Qara,Sedan,2.0 L,150 a.g.,Benzin,177 123 km,Avtomat,Ön,Xeyr,18 000 AZN
Bakı,2013,Kia,Optima,Ağ,Sedan,2.0 L,165 a.g.,Benzin,130 000 km,Avtomat,Ön,Xeyr,25 450 AZN
Bakı,2017,Kia,Sorento,Qara,Offroader / SUV,2.4 L,188 a.g.,Benzin,57 000 km,Avtomat,Tam,Xeyr,32 700 $
Bakı,2018,Kia,Stinger,Ağ,Hetçbek / Liftbek,2.0 L,247 a.g.,Benzin,51 000 km,Avtomat,Arxa,Xeyr,33 500 $
Bakı,2018,Kia,Optima,Qəhvəyi,Sedan,2.4 L,188 a.g.,Benzin,129 000 km,Avtomat,Ön,Xeyr,50 000 AZN
Bakı,2010,Kia,Sorento,Ağ,Offroader / SUV,2.0 L,184 a.g.,Dizel,116 000 km,Avtomat,Ön,Xeyr,26 000 AZN
Bakı,2009,Kia,Rio,Qara,Hetçbek / Liftbek,1.4 L,97 a.g.,Benzin,124 000 km,Mexaniki,Ön,Xeyr,11 200 AZN
Bakı,2010,Kia,Ceed,Gümüşü,Universal,1.6 L,116 a.g.,Dizel,190 000 km,Mexaniki,Ön,Xeyr,14 200 AZN
Bakı,2016,Kia,Optima,Qara,Sedan,2.0 L,274 a.g.,Benzin,140 000 km,Avtomat,Ön,Xeyr,29 900 AZN
Bakı,2019,Kia,Rio,Ağ,Sedan,1.4 L,107 a.g.,Benzin,47 300 km,Avtomat,Ön,Xeyr,24 500 AZN
Bakı,2007,Kia,Ceed,Göy,Universal,1.6 L,115 a.g.,Dizel,219 000 km,Mexaniki,Ön,Xeyr,14 500 AZN
Bakı,2009,Kia,Rio,Qara,Hetçbek / Liftbek,1.4 L,97 a.g.,Benzin,115 215 km,Mexaniki,Ön,Xeyr,12 700 AZN
Bakı,2008,Kia,Ceed,Qara,Universal,1.4 L,109 a.g.,Benzin,146 000 km,Mexaniki,Ön,Xeyr,13 600 AZN
Bakı,2011,Kia,Rio,Gümüşü,Hetçbek / Liftbek,1.4 L,97 a.g.,Benzin,137 792 km,Mexaniki,Ön,Xeyr,12 600 AZN
Bakı,2013,Kia,Rio,Gümüşü,Sedan,1.6 L,123 a.g.,Benzin,198 000 km,Avtomat,Ön,Xeyr,16 300 AZN
Lənkəran,2007,Kia,Ceed,Göy,Hetçbek / Liftbek,1.6 L,115 a.g.,Dizel,187 248 km,Mexaniki,Ön,Xeyr,13 500 AZN
Bakı,2012,Kia,Optima,Qara,Sedan,2.0 L,274 a.g.,Benzin,142 523 km,Avtomat,Ön,Xeyr,20 500 AZN
Bakı,2009,Kia,Cerato,Yaş Asfalt,Sedan,1.6 L,115 a.g.,Dizel,141 000 km,Avtomat,Ön,Xeyr,17 600 AZN
Bakı,2006,Kia,Rio,Qara,Hetçbek / Liftbek,1.5 L,109 a.g.,Dizel,188 931 km,Mexaniki,Ön,Xeyr,10 400 AZN
Bakı,2006,Kia,Rio,Qara,Hetçbek / Liftbek,1.5 L,109 a.g.,Dizel,175 000 km,Mexaniki,Ön,Xeyr,11 400 AZN
Şabran,2014,Kia,Optima,Ağ,Sedan,2.0 L,274 a.g.,Benzin,80 000 km,Avtomat,Ön,Xeyr,25 000 AZN
Bakı,2005,Kia,Rio,Gümüşü,Hetçbek / Liftbek,1.5 L,110 a.g.,Dizel,159 000 km,Mexaniki,Ön,Xeyr,11 200 AZN
Bakı,2013,Kia,Optima,Qara,Sedan,2.0 L,274 a.g.,Benzin,123 458 km,Avtomat,Ön,Xeyr,22 900 AZN
Bakı,2009,Kia,Ceed,Ağ,Hetçbek / Liftbek,1.6 L,115 a.g.,Benzin,206 866 km,Avtomat,Ön,Xeyr,12 300 AZN
Bakı,2014,Kia,Optima,Qara,Sedan,2.0 L,274 a.g.,Benzin,60 000 km,Avtomat,Ön,Xeyr,24 900 AZN
Sumqayıt,2004,Kia,Pregio,Ağ,Furqon,2.5 L,94 a.g.,Benzin,243 784 km,Mexaniki,Arxa,Xeyr,8 500 AZN
Bakı,2009,Kia,Sorento,Qara,Offroader / SUV,2.0 L,184 a.g.,Dizel,182 000 km,Avtomat,Ön,Xeyr,25 000 AZN
Bakı,2010,Kia,Sorento,Boz,Offroader / SUV,2.0 L,184 a.g.,Dizel,65 300 km,Avtomat,Ön,Xeyr,25 600 AZN
Bakı,2015,Kia,Sorento,Boz,Offroader / SUV,2.0 L,184 a.g.,Dizel,178 000 km,Avtomat,Tam,Xeyr,45 500 AZN
Bakı,2013,Kia,Rio,Qara,Sedan,1.4 L,107 a.g.,Benzin,160 000 km,Avtomat,Ön,Xeyr,17 500 AZN
Bakı,2015,Kia,Sorento,Ağ,Offroader / SUV,2.2 L,197 a.g.,Dizel,97 000 km,Avtomat,Tam,Xeyr,43 900 AZN
Bakı,2011,Kia,Ceed,Ağ,Universal,1.6 L,115 a.g.,Dizel,181 000 km,Mexaniki,Ön,Xeyr,17 000 AZN
Bakı,2020,Kia,K5,Qara,Sedan,1.6 L,180 a.g.,Benzin,12 500 km,Avtomat,Ön,Xeyr,26 500 $
Bakı,2015,Kia,Optima,Ağ,Sedan,2.0 L,274 a.g.,Benzin,105 000 km,Avtomat,Ön,Xeyr,26 200 AZN
Sumqayıt,2008,Kia,Sorento,Ağ,Offroader / SUV,3.3 L,248 a.g.,Benzin,161 000 km,Avtomat,Tam,Xeyr,18 500 AZN
Bakı,2010,Kia,Sorento,Qara,Offroader / SUV,2.0 L,184 a.g.,Dizel,180 000 km,Avtomat,Ön,Xeyr,27 500 AZN
Bakı,2014,Kia,Optima,Ağ,Sedan,2.0 L,274 a.g.,Benzin,70 000 km,Avtomat,Ön,Xeyr,24 500 AZN
